"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ABB","EQ","01-Jan-2024","4,674.85","4,674.85","4,715.00","4,653.80","4,668.00","4,682.20","4,683.19","84,544","39,59,35,611.70","12,510","33,919","40.12"
"ABB","EQ","02-Jan-2024","4,682.20","4,699.95","4,713.00","4,600.00","4,702.95","4,701.60","4,661.04","1,78,550","83,22,29,078.45","21,379","81,546","45.67"
"ABB","EQ","03-Jan-2024","4,701.60","4,714.00","4,829.90","4,699.10","4,779.95","4,775.55","4,784.06","2,91,954","1,39,67,26,863.50","37,142","1,45,345","49.78"
"ABB","EQ","04-Jan-2024","4,775.55","4,818.90","4,866.00","4,770.05","4,836.00","4,824.75","4,831.17","2,66,936","1,28,96,12,977.00","29,151","1,54,190","57.76"
"ABB","EQ","05-Jan-2024","4,824.75","4,855.95","4,900.00","4,802.00","4,817.15","4,832.35","4,848.87","1,18,877","57,64,19,600.10","18,959","42,593","35.83"
"ABB","EQ","08-Jan-2024","4,832.35","4,856.00","4,856.00","4,740.00","4,747.80","4,752.95","4,777.82","60,882","29,08,83,221.00","11,470","21,307","35.00"
"ABB","EQ","09-Jan-2024","4,752.95","4,784.00","4,973.65","4,780.00","4,926.00","4,920.40","4,917.64","5,71,239","2,80,91,46,320.85","65,596","1,88,120","32.93"
"ABB","EQ","10-Jan-2024","4,920.40","4,929.95","4,957.60","4,873.45","4,947.00","4,935.70","4,918.92","2,41,276","1,18,68,17,507.15","33,821","97,803","40.54"
"ABB","EQ","11-Jan-2024","4,935.70","4,947.95","4,990.05","4,860.00","4,879.00","4,871.85","4,916.86","87,455","43,00,04,403.20","13,937","29,723","33.99"
"ABB","EQ","12-Jan-2024","4,871.85","4,909.90","4,909.90","4,771.65","4,785.00","4,783.95","4,803.71","1,45,377","69,83,49,535.65","22,773","60,715","41.76"
"ABB","EQ","15-Jan-2024","4,783.95","4,809.00","4,809.00","4,725.00","4,761.00","4,752.90","4,758.06","1,04,057","49,51,09,350.10","12,696","33,348","32.05"
"ABB","EQ","16-Jan-2024","4,752.90","4,770.00","4,842.30","4,750.05","4,805.10","4,809.30","4,799.33","1,92,280","92,28,15,495.45","28,880","96,163","50.01"
"ABB","EQ","17-Jan-2024","4,809.30","4,798.00","4,863.70","4,731.40","4,775.00","4,773.05","4,802.61","1,63,852","78,69,17,300.60","24,610","74,431","45.43"
"ABB","EQ","18-Jan-2024","4,773.05","4,765.00","4,797.40","4,665.00","4,722.40","4,710.35","4,726.34","1,51,382","71,54,82,761.55","22,434","60,509","39.97"
"ABB","EQ","19-Jan-2024","4,710.35","4,738.45","4,844.10","4,738.45","4,830.00","4,820.45","4,815.14","1,32,723","63,90,79,289.40","22,825","54,400","40.99"
"ABB","EQ","20-Jan-2024","4,820.45","4,845.00","4,845.00","4,730.00","4,780.00","4,750.95","4,790.02","49,467","23,69,48,043.25","7,636","18,197","36.79"
"ABB","EQ","23-Jan-2024","4,750.95","4,750.95","4,897.00","4,735.90","4,769.90","4,770.55","4,830.68","3,48,426","1,68,31,34,549.60","43,736","1,78,276","51.17"
"ABB","EQ","24-Jan-2024","4,770.55","4,764.95","4,814.90","4,613.80","4,735.25","4,731.25","4,725.77","2,93,735","1,38,81,24,856.70","38,449","1,22,226","41.61"
"ABB","EQ","25-Jan-2024","4,731.25","4,768.00","4,794.95","4,665.00","4,734.95","4,739.30","4,709.81","1,14,581","53,96,54,284.40","15,367","47,571","41.52"
"ABB","EQ","29-Jan-2024","4,739.30","4,751.00","4,807.15","4,715.40","4,790.00","4,791.55","4,764.63","87,854","41,85,91,830.90","16,058","27,368","31.15"
"ABB","EQ","30-Jan-2024","4,791.55","4,825.00","4,860.00","4,715.95","4,726.95","4,729.75","4,790.62","1,52,802","73,20,15,735.90","25,194","84,896","55.56"
"ABB","EQ","31-Jan-2024","4,729.75","4,749.00","4,762.75","4,631.00","4,660.00","4,671.60","4,667.92","2,92,837","1,36,69,38,421.60","46,162","1,84,739","63.09"
"ABB","EQ","01-Feb-2024","4,671.60","4,692.00","4,698.00","4,340.30","4,520.00","4,546.05","4,493.28","8,25,760","3,71,03,72,199.55","1,24,995","2,91,360","35.28"
"ABB","EQ","02-Feb-2024","4,546.05","4,546.05","4,594.95","4,463.00","4,485.00","4,480.45","4,503.50","3,15,504","1,42,08,71,697.25","41,980","1,24,724","39.53"
"ABB","EQ","05-Feb-2024","4,480.45","4,500.00","4,538.50","4,343.75","4,358.00","4,368.20","4,428.92","2,90,961","1,28,86,41,726.20","44,409","1,49,859","51.50"
"ABB","EQ","06-Feb-2024","4,368.20","4,378.00","4,423.60","4,362.05","4,410.00","4,403.00","4,401.44","1,77,927","78,31,35,723.25","26,918","1,05,864","59.50"
"ABB","EQ","07-Feb-2024","4,403.00","4,434.55","4,629.30","4,434.50","4,565.00","4,575.10","4,554.35","2,81,178","1,28,05,81,921.95","39,522","87,199","31.01"
"ABB","EQ","08-Feb-2024","4,575.10","4,610.00","4,610.00","4,440.10","4,452.00","4,450.40","4,510.69","1,32,187","59,62,54,523.40","20,030","52,752","39.91"
"ABB","EQ","09-Feb-2024","4,450.40","4,464.00","4,501.45","4,412.70","4,482.00","4,489.45","4,461.90","2,03,496","90,79,78,889.05","20,066","1,33,896","65.80"
"ABB","EQ","12-Feb-2024","4,489.45","4,484.90","4,552.30","4,400.00","4,440.00","4,428.40","4,474.52","1,49,594","66,93,62,063.25","17,673","77,731","51.96"
"ABB","EQ","13-Feb-2024","4,428.40","4,448.00","4,485.35","4,375.80","4,460.00","4,464.85","4,446.97","2,90,402","1,29,14,09,018.70","38,975","1,65,132","56.86"
"ABB","EQ","14-Feb-2024","4,464.85","4,441.85","4,621.10","4,427.85","4,563.95","4,558.40","4,556.34","3,71,445","1,69,24,30,976.90","45,540","1,68,718","45.42"
"ABB","EQ","15-Feb-2024","4,558.40","4,575.00","4,587.90","4,460.65","4,472.05","4,468.60","4,485.05","2,86,311","1,28,41,19,058.15","32,654","1,78,810","62.45"
"ABB","EQ","16-Feb-2024","4,468.60","4,510.00","4,539.70","4,469.45","4,516.00","4,524.15","4,518.11","1,85,797","83,94,51,088.65","23,024","1,04,210","56.09"
"ABB","EQ","19-Feb-2024","4,524.15","4,540.00","4,555.85","4,449.15","4,498.00","4,488.85","4,491.76","1,55,541","69,86,53,478.75","17,792","56,930","36.60"
"ABB","EQ","20-Feb-2024","4,488.85","4,514.75","4,547.00","4,461.60","4,528.85","4,524.50","4,513.26","1,69,172","76,35,18,054.35","21,705","69,165","40.88"
"ABB","EQ","21-Feb-2024","4,524.50","4,640.00","5,134.00","4,640.00","5,003.95","4,984.70","4,901.59","44,04,765","21,59,03,40,850.90","2,69,540","4,87,753","11.07"
"ABB","EQ","22-Feb-2024","4,984.70","5,200.00","5,450.00","5,081.60","5,439.00","5,425.00","5,309.56","42,22,692","22,42,06,38,894.00","2,81,297","4,79,588","11.36"
"ABB","EQ","23-Feb-2024","5,425.00","5,420.00","5,518.10","5,320.65","5,383.95","5,392.05","5,410.72","15,78,299","8,53,97,28,406.00","1,22,413","2,84,579","18.03"
"ABB","EQ","26-Feb-2024","5,392.05","5,359.05","5,432.30","5,136.05","5,288.00","5,296.20","5,280.78","11,64,768","6,15,08,88,116.05","1,03,830","3,86,813","33.21"
"ABB","EQ","27-Feb-2024","5,296.20","5,270.00","5,474.75","5,245.50","5,447.00","5,450.50","5,394.20","6,56,105","3,53,91,64,400.30","58,494","1,33,908","20.41"
"ABB","EQ","28-Feb-2024","5,450.50","5,440.00","5,552.00","5,380.25","5,429.00","5,428.60","5,466.08","7,85,448","4,29,33,23,483.25","82,003","1,58,766","20.21"
"ABB","EQ","29-Feb-2024","5,428.60","5,444.95","5,485.00","5,350.45","5,474.00","5,444.95","5,428.87","5,27,441","2,86,34,08,833.45","60,171","2,19,074","41.54"
"ABB","EQ","01-Mar-2024","5,444.95","5,498.00","5,524.60","5,455.00","5,489.95","5,489.85","5,489.41","3,45,570","1,89,69,75,853.15","37,265","1,28,577","37.21"
"ABB","EQ","02-Mar-2024","5,489.85","5,485.00","5,525.00","5,480.00","5,482.00","5,499.55","5,507.32","10,430","5,74,41,304.20","1,978","4,138","39.67"
"ABB","EQ","04-Mar-2024","5,499.55","5,490.00","5,665.00","5,488.85","5,623.00","5,631.55","5,606.24","4,84,602","2,71,67,96,241.15","50,847","1,38,961","28.68"
"ABB","EQ","05-Mar-2024","5,631.55","5,620.00","5,695.00","5,571.45","5,690.00","5,680.85","5,652.79","3,40,244","1,92,33,28,404.60","37,209","1,17,539","34.55"
"ABB","EQ","06-Mar-2024","5,680.85","5,660.00","5,720.00","5,588.45","5,681.10","5,700.70","5,661.98","4,01,305","2,27,21,81,430.50","40,734","1,57,709","39.30"
"ABB","EQ","07-Mar-2024","5,700.70","5,697.05","5,792.00","5,675.00","5,758.00","5,770.75","5,756.50","2,89,128","1,66,43,66,367.15","31,058","1,35,981","47.03"
"ABB","EQ","11-Mar-2024","5,770.75","5,801.05","5,933.90","5,770.75","5,847.95","5,841.35","5,861.21","6,93,540","4,06,49,82,107.60","85,064","2,73,072","39.37"
"ABB","EQ","12-Mar-2024","5,841.35","5,850.00","5,855.00","5,690.00","5,728.80","5,718.00","5,775.81","3,10,813","1,79,51,97,109.85","43,753","1,21,692","39.15"
"ABB","EQ","13-Mar-2024","5,718.00","5,749.90","5,809.35","5,572.70","5,591.10","5,597.25","5,660.25","4,54,668","2,57,35,33,995.00","57,595","2,18,584","48.08"
"ABB","EQ","14-Mar-2024","5,597.25","5,614.90","5,658.30","5,520.00","5,645.80","5,625.40","5,600.75","3,54,416","1,98,49,93,855.60","37,973","1,96,431","55.42"
"ABB","EQ","15-Mar-2024","5,625.40","5,650.00","5,789.80","5,585.50","5,597.90","5,616.55","5,670.57","8,10,054","4,59,34,68,407.55","88,521","3,17,363","39.18"
"ABB","EQ","18-Mar-2024","5,616.55","5,645.00","5,785.00","5,616.55","5,745.80","5,766.75","5,713.04","3,06,134","1,74,89,57,151.60","32,172","1,02,550","33.50"
"ABB","EQ","19-Mar-2024","5,766.75","5,787.50","5,787.50","5,611.50","5,640.00","5,628.60","5,688.93","2,45,880","1,39,87,94,362.55","25,009","1,05,026","42.71"
"ABB","EQ","20-Mar-2024","5,628.60","5,680.00","5,769.85","5,560.00","5,740.00","5,733.70","5,680.02","2,72,707","1,54,89,80,556.40","33,806","86,791","31.83"
"ABB","EQ","21-Mar-2024","5,733.70","5,760.00","5,877.00","5,750.00","5,863.95","5,864.90","5,838.58","3,81,358","2,22,65,89,051.20","42,558","1,63,302","42.82"
"ABB","EQ","22-Mar-2024","5,864.90","5,875.00","6,034.05","5,835.05","5,950.00","5,967.40","5,923.24","5,14,271","3,04,61,50,080.90","41,436","2,21,971","43.16"
"ABB","EQ","26-Mar-2024","5,967.40","5,881.00","5,986.60","5,875.30","5,939.00","5,929.80","5,928.75","3,83,434","2,27,32,82,955.50","53,298","1,87,490","48.90"
"ABB","EQ","27-Mar-2024","5,929.80","6,110.00","6,341.90","6,086.00","6,280.00","6,279.35","6,282.39","12,32,034","7,74,01,17,743.45","1,02,414","2,47,813","20.11"
"ABB","EQ","28-Mar-2024","6,279.35","6,280.00","6,471.95","6,222.80","6,366.00","6,360.85","6,359.14","7,22,060","4,59,16,82,989.00","63,899","2,53,046","35.05"
"ABB","EQ","01-Apr-2024","6,360.85","6,422.45","6,568.30","6,397.05","6,550.00","6,504.65","6,505.99","3,96,061","2,57,67,67,293.60","36,326","1,24,123","31.34"
"ABB","EQ","02-Apr-2024","6,504.65","6,545.00","6,545.00","6,372.65","6,434.80","6,429.85","6,426.77","2,80,233","1,80,09,92,093.90","37,506","95,437","34.06"
"ABB","EQ","03-Apr-2024","6,429.85","6,458.00","6,520.00","6,431.85","6,506.10","6,504.05","6,488.38","2,17,760","1,41,29,08,572.20","28,039","72,382","33.24"
"ABB","EQ","04-Apr-2024","6,504.05","6,593.00","6,622.45","6,490.05","6,502.65","6,501.80","6,552.37","3,25,004","2,12,95,45,431.60","43,887","1,46,730","45.15"
"ABB","EQ","05-Apr-2024","6,501.80","6,521.10","6,683.70","6,515.00","6,670.00","6,669.85","6,607.26","3,82,254","2,52,56,49,838.10","41,259","89,553","23.43"
"ABB","EQ","08-Apr-2024","6,669.85","6,670.00","6,747.90","6,630.50","6,698.65","6,699.75","6,695.84","1,79,056","1,19,89,29,777.00","25,553","61,515","34.36"
"ABB","EQ","09-Apr-2024","6,699.75","6,719.00","6,721.60","6,495.65","6,549.80","6,529.80","6,617.17","3,17,551","2,10,12,88,213.85","44,984","1,76,976","55.73"
"ABB","EQ","10-Apr-2024","6,529.80","6,578.65","6,666.00","6,560.00","6,645.00","6,641.55","6,625.40","2,34,204","1,55,16,95,389.05","43,756","98,054","41.87"
"ABB","EQ","12-Apr-2024","6,641.55","6,650.00","6,773.10","6,642.00","6,742.00","6,752.95","6,739.19","4,18,148","2,81,79,80,701.55","45,399","1,89,487","45.32"
"ABB","EQ","15-Apr-2024","6,752.95","6,660.00","6,729.05","6,547.05","6,573.80","6,561.05","6,611.18","3,33,967","2,20,79,16,230.00","40,907","1,66,883","49.97"
"ABB","EQ","16-Apr-2024","6,561.05","6,569.70","6,666.00","6,525.00","6,664.95","6,644.85","6,600.77","2,68,622","1,77,31,12,458.50","41,521","78,519","29.23"
"ABB","EQ","18-Apr-2024","6,644.85","6,643.45","6,644.00","6,310.00","6,400.00","6,369.50","6,427.15","10,41,299","6,69,25,88,091.95","1,14,569","3,07,392","29.52"
"ABB","EQ","19-Apr-2024","6,369.50","6,369.50","6,369.50","6,245.00","6,297.00","6,292.60","6,306.85","2,86,043","1,80,40,29,642.65","38,658","1,05,039","36.72"
"ABB","EQ","22-Apr-2024","6,292.60","6,375.00","6,544.10","6,308.00","6,521.00","6,525.30","6,459.78","3,84,870","2,48,61,75,970.80","43,182","1,32,947","34.54"
"ABB","EQ","23-Apr-2024","6,525.30","6,569.80","6,569.80","6,295.40","6,300.00","6,307.45","6,370.49","5,50,348","3,50,59,84,660.60","59,889","2,98,496","54.24"
"ABB","EQ","24-Apr-2024","6,307.45","6,366.80","6,381.50","6,300.05","6,342.35","6,343.85","6,342.80","2,39,797","1,52,09,83,653.30","35,881","90,539","37.76"
"ABB","EQ","25-Apr-2024","6,343.85","6,374.00","6,461.20","6,345.50","6,409.00","6,431.70","6,424.25","2,60,935","1,67,63,12,839.30","28,643","89,524","34.31"
"ABB","EQ","26-Apr-2024","6,431.70","6,470.00","6,489.95","6,377.80","6,418.00","6,410.45","6,423.71","1,63,903","1,05,28,65,296.65","27,702","70,142","42.79"
"ABB","EQ","29-Apr-2024","6,410.45","6,460.60","6,463.95","6,349.20","6,459.95","6,451.90","6,408.39","1,58,748","1,01,73,18,362.55","28,276","59,441","37.44"
"ABB","EQ","30-Apr-2024","6,451.90","6,500.00","6,642.50","6,454.00","6,533.35","6,540.75","6,561.32","3,93,914","2,58,45,96,689.40","46,073","1,58,257","40.18"
"ABB","EQ","02-May-2024","6,540.75","6,585.00","6,747.95","6,545.00","6,698.00","6,682.50","6,679.64","3,17,802","2,12,28,01,607.35","46,918","73,215","23.04"
"ABB","EQ","03-May-2024","6,682.50","6,709.85","6,790.00","6,638.10","6,700.00","6,698.55","6,708.27","3,37,954","2,26,70,85,487.20","45,004","90,429","26.76"
"ABB","EQ","06-May-2024","6,698.55","6,710.00","7,028.00","6,710.00","6,950.00","6,940.35","6,942.54","6,89,802","4,78,89,74,636.75","77,836","1,25,481","18.19"
"ABB","EQ","07-May-2024","6,940.35","6,977.00","7,040.00","6,826.55","6,875.00","6,888.45","6,932.31","3,84,249","2,66,37,31,393.60","49,115","1,19,284","31.04"
"ABB","EQ","08-May-2024","6,888.45","6,905.60","7,218.00","6,802.80","7,184.00","7,186.75","7,082.53","5,45,654","3,86,46,09,528.75","65,970","1,67,516","30.70"
"ABB","EQ","09-May-2024","7,186.75","7,205.00","7,205.00","6,961.05","7,040.00","6,985.10","7,057.60","4,12,297","2,90,98,28,896.55","53,169","1,67,300","40.58"
"ABB","EQ","10-May-2024","6,985.10","7,040.00","7,210.00","7,030.00","7,205.00","7,178.35","7,119.73","5,09,593","3,62,81,66,499.95","63,565","1,26,686","24.86"
"ABB","EQ","13-May-2024","7,178.35","7,550.00","8,188.95","7,400.00","7,998.95","7,984.25","7,796.75","32,94,820","25,68,88,76,963.20","2,73,068","4,81,895","14.63"
"ABB","EQ","14-May-2024","7,984.25","8,035.00","8,119.90","7,915.90","8,065.00","8,080.85","8,025.52","8,56,307","6,87,23,10,146.50","84,865","1,90,640","22.26"
"ABB","EQ","15-May-2024","8,080.85","8,080.00","8,125.00","7,965.20","8,064.00","8,084.30","8,056.17","4,60,611","3,71,07,62,719.60","61,088","1,34,266","29.15"
"ABB","EQ","16-May-2024","8,084.30","8,084.30","8,377.65","8,027.60","8,318.00","8,305.15","8,272.52","10,59,012","8,76,06,98,013.45","1,18,645","3,01,285","28.45"
"ABB","EQ","17-May-2024","8,305.15","8,300.00","8,390.10","8,235.00","8,362.95","8,371.35","8,331.85","3,19,044","2,65,82,26,292.70","46,389","87,112","27.30"
"ABB","EQ","18-May-2024","8,371.35","8,430.05","8,442.40","8,385.05","8,423.75","8,416.65","8,414.84","31,642","26,62,62,413.30","5,527","11,827","37.38"
"ABB","EQ","21-May-2024","8,416.65","8,350.00","8,599.80","8,350.00","8,568.00","8,549.30","8,477.04","3,75,839","3,18,60,03,613.90","54,044","1,55,015","41.25"
"ABB","EQ","22-May-2024","8,549.30","8,555.00","8,590.00","8,384.55","8,418.00","8,413.20","8,458.57","3,26,374","2,76,06,57,300.90","59,338","1,24,456","38.13"
"ABB","EQ","23-May-2024","8,413.20","8,460.00","8,490.00","8,356.55","8,407.00","8,423.55","8,419.78","2,03,242","1,71,12,53,843.15","34,070","76,637","37.71"
"ABB","EQ","24-May-2024","8,423.55","8,477.80","8,508.75","8,375.80","8,446.00","8,422.20","8,446.65","1,63,314","1,37,94,56,272.65","31,048","48,239","29.54"
"ABB","EQ","27-May-2024","8,422.20","8,459.95","8,470.00","8,261.10","8,357.35","8,398.35","8,358.83","2,29,846","1,92,12,44,439.20","39,436","85,483","37.19"
"ABB","EQ","28-May-2024","8,398.35","8,365.10","8,374.70","8,177.15","8,231.00","8,233.65","8,248.54","3,28,008","2,70,55,88,040.50","45,906","1,39,662","42.58"
"ABB","EQ","29-May-2024","8,233.65","8,133.00","8,248.45","8,124.95","8,185.00","8,198.35","8,185.82","2,26,167","1,85,13,62,022.10","36,492","1,05,192","46.51"
"ABB","EQ","30-May-2024","8,198.35","8,142.30","8,291.65","8,109.15","8,250.00","8,264.65","8,211.34","3,19,976","2,62,74,33,107.05","54,048","1,41,930","44.36"
"ABB","EQ","31-May-2024","8,264.65","8,328.00","8,351.00","8,166.90","8,289.05","8,317.95","8,287.84","5,16,112","4,27,74,52,749.45","47,861","2,61,390","50.65"
"ABB","EQ","03-Jun-2024","8,317.95","8,500.50","8,765.00","8,395.25","8,700.00","8,728.00","8,622.65","5,37,121","4,63,14,06,104.85","73,100","2,05,394","38.24"
"ABB","EQ","04-Jun-2024","8,728.00","8,750.00","8,750.00","6,982.40","7,660.00","7,666.75","7,815.97","13,46,607","10,52,50,41,753.55","1,78,825","5,41,943","40.25"
"ABB","EQ","05-Jun-2024","7,666.75","7,850.00","7,899.95","7,238.15","7,815.00","7,812.70","7,645.90","10,97,810","8,39,37,44,945.25","1,39,354","5,13,159","46.74"
"ABB","EQ","06-Jun-2024","7,812.70","7,801.05","8,144.70","7,801.05","7,996.00","7,987.50","7,962.04","4,83,840","3,85,23,52,725.55","66,025","1,53,859","31.80"
"ABB","EQ","07-Jun-2024","7,987.50","8,049.95","8,101.20","7,920.00","8,050.10","8,073.25","8,008.23","3,23,673","2,59,20,48,043.20","57,873","1,28,574","39.72"